forest;plotID;treeID;genus;species;meanWD;predHeight18;DBH18
Kahuzi;KBPL1;1001;Neoboutonia;Macrocalyx;0.33;8.579820697;11.2
Kahuzi;KBPL1;1002;Strombosia;Scheffleri;0.584;7.996668776;10.2
Kahuzi;KBPL1;1003;Macaranga;Kilimandsharica;0.4;8.522882473;11.1
Kahuzi;KBPL1;1004;Dombeya;Goetzenii;0.5;19.46888187;47.5
Kahuzi;KBPL1;1005;Polyscias;Fulva;0.237;13.57040808;22.5
Kahuzi;KBPL1;1006;Taberemonta;Johnstonii;0.5261;16.10575732;31
Kahuzi;KBPL1;1007;Galiniera;Coffeoides;0.4731;8.056394382;10.3
Kahuzi;KBPL1;1008;Neoboutonia;Macrocalyx;0.33;15.17952001;27.6
Kahuzi;KBPL1;1009;Xymalos;Monospora;0.4731;9.761885204;13.4
Kahuzi;KBPL1;1010;Dombeya;Goetzenii;0.5;22.3227238;70.6
Kahuzi;KBPL1;1011;Alangium;Chinense;0.4017;13.18212263;21.4
Kahuzi;KBPL1;1012;Dombeya;Goetzenii;0.5;20.83119004;57
Kahuzi;KBPL1;1013;Millettia;Dura;0.6967;12.47104212;19.5
Kahuzi;KBPL1;1014;Strombosia;Scheffleri;0.584;10.45066057;14.8
Kahuzi;KBPL1;1015;Neoboutonia;Macrocalyx;0.33;13.18212263;21.4
Kahuzi;KBPL1;1016;Neoboutonia;Macrocalyx;0.33;14.521068;25.4
Kahuzi;KBPL1;1017;Neoboutonia;Macrocalyx;0.33;15.20828223;27.7
Kahuzi;KBPL1;1018;Strombosia;Scheffleri;0.584;9.761885204;13.4
Kahuzi;KBPL1;1019;Maesa;Lanceolata;0.676;15.89700127;30.2
Kahuzi;KBPL1;1020;Alangium;Chinense;0.4017;10.49815236;14.9
Kahuzi;KBPL1;1021;Dombeya;Goetzenii;0.5;8.636462832;11.3
Kahuzi;KBPL1;1022;Dombeya;Goetzenii;0.5;16.33432029;31.9
Kahuzi;KBPL1;1023;Allophylus;Kivuensis;0.5178;15.37883113;28.3
Kahuzi;KBPL1;1024;Allophylus;Kivuensis;0.5178;9.347006901;12.6
Kahuzi;KBPL1;1025;Albizia;Adianthifolia;0.5075;8.465645526;11
Kahuzi;KBPL1;1026;Alangium;Chinense;0.4017;7.936619198;10.1
Kahuzi;KBPL1;1027;Macaranga;Spinosa;0.3818;14.33250251;24.8
Kahuzi;KBPL1;1028;Macaranga;Spinosa;0.3818;8.174885438;10.5
Kahuzi;KBPL1;1029;Dombeya;Goetzenii;0.5;15.15066004;27.5
Kahuzi;KBPL1;1030;Dombeya;Goetzenii;0.5;18.96639123;44.5
Kahuzi;KBPL1;1031;Neoboutonia;Macrocalyx;0.33;15.40692321;28.4
Kahuzi;KBPL1;1032;Dombeya;Goetzenii;0.5;17.09706748;35.1
Kahuzi;KBPL1;1033;Dombeya;Goetzenii;0.5;19.73681488;49.2
Kahuzi;KBPL1;1034;Dombeya;Goetzenii;0.5;20.66281866;55.7
Kahuzi;KBPL1;1035;Dombeya;Goetzenii;0.5;15.1217018;27.4
Kahuzi;KBPL1;1036;Millettia;Dura;0.6967;12.35375015;19.2
Kahuzi;KBPL1;1037;Millettia;Dura;0.6967;7.996668776;10.2
Kahuzi;KBPL1;1038;Dombeya;Goetzenii;0.5;9.240705622;12.4
Kahuzi;KBPL1;1039;Dombeya;Goetzenii;0.5;18.57168357;42.3
Kahuzi;KBPL1;1040;Dombeya;Goetzenii;0.5;13.53577657;22.4
Kahuzi;KBPL1;1041;Agauria;Salicifolia;0.4731;24.78492136;108
Kahuzi;KBPL1;1042;Allophylus;Kivuensis;0.5178;10.54542598;15
Kahuzi;KBPL1;1043;Albizia;Adianthifolia;0.5075;8.860122003;11.7
Kahuzi;KBPL1;1044;Allophylus;Kivuensis;0.5178;9.812617948;13.5
Kahuzi;KBPL1;1045;Allophylus;Kivuensis;0.5178;10.68595442;15.3
Kahuzi;KBPL1;1046;Allophylus;Kivuensis;0.5178;9.079246074;12.1
Kahuzi;KBPL1;1047;Lindackeria;Kivuensis;0.56;8.748869202;11.5
Kahuzi;KBPL1;1048;Macaranga;Spinosa;0.3818;9.024881695;12
Kahuzi;KBPL1;1049;Macaranga;Spinosa;0.3818;8.350264765;10.8
Kahuzi;KBPL1;1050;Neoboutonia;Macrocalyx;0.33;11.95218261;18.2
Kahuzi;KBPL1;1051;Macaranga;Spinosa;0.3818;10.06266529;14
Kahuzi;KBPL1;1052;Dombeya;Goetzenii;0.5;7.876242664;10
Kahuzi;KBPL1;1053;Dombeya;Goetzenii;0.5;9.293988599;12.5
Kahuzi;KBPL1;1054;Dombeya;Goetzenii;0.5;8.174885438;10.5
Kahuzi;KBPL1;1055;Bridelia;Brideliifolia;0.555;14.97541819;26.9
Kahuzi;KBPL1;1056;Taberemonta;Johnstonii;0.5261;13.03680834;21
Kahuzi;KBPL1;1057;Taberemonta;Johnstonii;0.5261;11.70307508;17.6
Kahuzi;KBPL1;1058;Allophylus;Kivuensis;0.5178;10.82457835;15.6
Kahuzi;KBPL1;1059;Allophylus;Kivuensis;0.5178;10.35501571;14.6
Kahuzi;KBPL1;1060;Neoboutonia;Macrocalyx;0.33;14.64456776;25.8
Kahuzi;KBPL1;1061;Xymalos;Monospora;0.4731;8.233656675;10.6
Kahuzi;KBPL1;1062;Dombeya;Goetzenii;0.5;16.00205078;30.6
Kahuzi;KBPL1;1063;Dombeya;Goetzenii;0.5;16.45852319;32.4
Kahuzi;KBPL1;1064;Taberemonta;Johnstonii;0.5261;12.11480516;18.6
Kahuzi;KBPL1;1065;Taberemonta;Johnstonii;0.5261;9.079246074;12.1
Kahuzi;KBPL1;1066;Macaranga;Spinosa;0.3818;9.293988599;12.5
Kahuzi;KBPL1;1067;Allophylus;Kivuensis;0.5178;13.00012498;20.9
Kahuzi;KBPL1;1068;Allophylus;Kivuensis;0.5178;13.74162791;23
Kahuzi;KBPL1;1069;Allophylus;Kivuensis;0.5178;8.056394382;10.3
Kahuzi;KBPL1;1070;Macaranga;Spinosa;0.3818;8.233656675;10.6
Kahuzi;KBPL1;1071;Dombeya;Goetzenii;0.5;15.40692321;28.4
Kahuzi;KBPL1;1072;Dombeya;Goetzenii;0.5;22.54270953;73
Kahuzi;KBPL1;1073;Alangium;Chinense;0.4017;10.54542598;15
Kahuzi;KBPL1;1074;Macaranga;Spinosa;0.3818;9.347006901;12.6
Kahuzi;KBPL1;1075;Allophylus;Kivuensis;0.5178;12.11480516;18.6
Kahuzi;KBPL1;1076;Dombeya;Goetzenii;0.5;18.03378099;39.5
Kahuzi;KBPL1;1077;Neoboutonia;Macrocalyx;0.33;18.03378099;39.5
Kahuzi;KBPL1;1078;Alangium;Chinense;0.4017;8.748869202;11.5
Kahuzi;KBPL4;1079;Allophylus;Kivuensis;0.5178;10.77857932;15.5
Kahuzi;KBPL4;1080;Allophylus;Kivuensis;0.5178;11.2294426;16.5
Kahuzi;KBPL4;1081;Allophylus;Kivuensis;0.5178;10.11196492;14.1
Kahuzi;KBPL4;1082;Allophylus;Kivuensis;0.5178;12.92632621;20.7
Kahuzi;KBPL4;1083;Allophylus;Kivuensis;0.5178;12.35375015;19.2
Kahuzi;KBPL4;1084;Neoboutonia;Macrocalyx;0.33;12.9632979;20.8
Kahuzi;KBPL4;1085;Allophylus;Kivuensis;0.5178;15.7368502;29.6
Kahuzi;KBPL4;1086;Taberemonta;Johnstonii;0.5261;8.915322058;11.8
Kahuzi;KBPL4;1087;Taberemonta;Johnstonii;0.5261;13.80922583;23.2
Kahuzi;KBPL4;1088;Neoboutonia;Macrocalyx;0.33;16.77255595;33.7
Kahuzi;KBPL4;1089;Macaranga;Spinosa;0.3818;12.77697474;20.3
Kahuzi;KBPL4;1090;Myrianthus;Holstii;0.469;11.2294426;16.5
Kahuzi;KBPL4;1091;Taberemonta;Johnstonii;0.5261;17.47327023;36.8
Kahuzi;KBPL4;1092;Taberemonta;Johnstonii;0.5261;16.50766301;32.6
Kahuzi;KBPL4;1093;Neoboutonia;Macrocalyx;0.33;12.73926599;20.2
Kahuzi;KBPL4;1094;Maesa;Lanceolata;0.676;11.00652119;16
Kahuzi;KBPL4;1095;Myrianthus;Holstii;0.469;11.86984612;18
Kahuzi;KBPL4;1096;Myrianthus;Holstii;0.469;18.91392812;44.2
Kahuzi;KBPL4;1097;Myrianthus;Holstii;0.469;8.692811477;11.4
Kahuzi;KBPL4;1098;Xymalos;Monospora;0.4839;12.54844864;19.7
Kahuzi;KBPL4;1099;Macaranga;Kilimandsharica;0.4;14.42728913;25.1
Kahuzi;KBPL4;1100;Allophylus;Kivuensis;0.5178;9.133336642;12.2
Kahuzi;KBPL4;1101;Bridelia;Brideliifolia;0.555;15.29398746;28
Kahuzi;KBPL4;1102;Dombeya;Goetzenii;0.5;19.37149822;46.9
Kahuzi;KBPL4;1103;Dombeya;Goetzenii;0.5;15.87052593;30.1
Kahuzi;KBPL4;1104;Dombeya;Goetzenii;0.5;19.61217334;48.4
Kahuzi;KBPL4;1105;Macaranga;Kilimandsharica;0.4;10.25847764;14.4
Kahuzi;KBPL4;1106;Alangium;Chinense;0.4017;8.056394382;10.3
Kahuzi;KBPL4;1107;Alangium;Chinense;0.4017;8.174885438;10.5
Kahuzi;KBPL4;1108;Alangium;Chinense;0.4017;8.465645526;11
Kahuzi;KBPL4;1109;Alangium;Chinense;0.4017;9.187155726;12.3
Kahuzi;KBPL4;1110;Myrianthus;Holstii;0.469;10.1610323;14.2
Kahuzi;KBPL4;1111;Alangium;Chinense;0.4017;7.876242664;10
Kahuzi;KBPL4;1112;Macaranga;Kilimandsharica;0.4;9.812617948;13.5
Kahuzi;KBPL4;1113;Xymalos;Monospora;0.4839;10.11196492;14.1
Kahuzi;KBPL4;1114;Macaranga;Spinosa;0.3818;7.876242664;10
Kahuzi;KBPL4;1115;Ocotea;Usambarensis;0.5278;17.51630383;37
Kahuzi;KBPL4;1116;Neoboutonia;Macrocalyx;0.33;9.024881695;12
Kahuzi;KBPL4;1117;Neoboutonia;Macrocalyx;0.33;13.39593246;22
Kahuzi;KBPL4;1118;Maesa;Lanceolata;0.676;13.77548969;23.1
Kahuzi;KBPL4;1119;Maesa;Lanceolata;0.676;8.115798965;10.4
Kahuzi;KBPL4;1120;Maesa;Lanceolata;0.676;8.350264765;10.8
Kahuzi;KBPL4;1121;Maesa;Lanceolata;0.676;10.01313158;13.9
Kahuzi;KBPL4;1122;Maesa;Lanceolata;0.676;8.748869202;11.5
Kahuzi;KBPL4;1123;Agauria;Salicifolia;0.4839;21.12884599;59.4
Kahuzi;KBPL4;1124;Allophylus;Kivuensis;0.5178;11.05150117;16.1
Kahuzi;KBPL4;1125;Allophylus;Kivuensis;0.5178;11.27344051;16.6
Kahuzi;KBPL4;1126;Allophylus;Kivuensis;0.5178;8.465645526;11
Kahuzi;KBPL4;1127;Allophylus;Kivuensis;0.5178;13.39593246;22
Kahuzi;KBPL4;1128;Allophylus;Kivuensis;0.5178;8.970241151;11.9
Kahuzi;KBPL4;1129;Strombosia;Scheffleri;0.584;9.556477238;13
Kahuzi;KBPL4;1130;Allophylus;Kivuensis;0.5178;11.53344077;17.2
Kahuzi;KBPL4;1131;Dombeya;Goetzenii;0.5;8.748869202;11.5
Kahuzi;KBPL4;1132;Dombeya;Goetzenii;0.5;8.748869202;11.5
Kahuzi;KBPL4;1133;Dombeya;Goetzenii;0.5;16.10575732;31
Kahuzi;KBPL4;1134;Alangium;Chinense;0.4017;11.78681352;17.8
Kahuzi;KBPL4;1135;Allophylus;Kivuensis;0.5178;13.39593246;22
Kahuzi;KBPL4;1136;Neoboutonia;Macrocalyx;0.33;15.40692321;28.4
Kahuzi;KBPL4;1137;Allophylus;Kivuensis;0.5178;9.710906784;13.3
Kahuzi;KBPL4;1138;Allophylus;Kivuensis;0.5178;10.20986927;14.3
Kahuzi;KBPL4;1139;Macaranga;Spinosa;0.3818;11.53344077;17.2
Kahuzi;KBPL4;1140;Macaranga;Kilimandsharica;0.4;18.51601798;42
Kahuzi;KBPL4;1141;Albizia;Adianthifolia;0.5075;17.23201413;35.7
Kahuzi;KBPL4;1142;Agauria;Salicifolia;0.4839;19.705891;49
Kahuzi;KBPL4;1143;Allophylus;Kivuensis;0.5178;8.465645526;11
Kahuzi;KBPL4;1144;Allophylus;Kivuensis;0.5178;10.77857932;15.5
Kahuzi;KBPL4;1145;Bridelia;Brideliifolia;0.555;15.84396457;30
Kahuzi;KBPL4;1146;Dombeya;Goetzenii;0.5;17.7277607;38
Kahuzi;KBPL4;1147;Albizia;Adianthifolia;0.5075;14.79652352;26.3
Kahuzi;KBPL4;1148;Dombeya;Goetzenii;0.5;16.55649786;32.8
Kahuzi;KBPL4;1149;Allophylus;Kivuensis;0.5178;11.31724627;16.7
Kahuzi;KBPL4;1150;Allophylus;Kivuensis;0.5178;10.35501571;14.6
Kahuzi;KBPL4;1151;Allophylus;Kivuensis;0.5178;9.079246074;12.1
Kahuzi;KBPL4;1152;Maesa;Lanceolata;0.676;12.03383251;18.4
Kahuzi;KBPL4;1153;Maesa;Lanceolata;0.676;18.19175948;40.3
Kahuzi;KBPL4;1154;Macaranga;Kilimandsharica;0.4;13.97604767;23.7
Kahuzi;KBPL4;1155;Dombeya;Goetzenii;0.5;20.43462252;54
Kahuzi;KBPL4;1156;Dombeya;Goetzenii;0.5;17.07434015;35
Kahuzi;KBPL4;1157;Neoboutonia;Macrocalyx;0.33;10.3068592;14.5
Kahuzi;KBPL4;1158;Neoboutonia;Macrocalyx;0.33;10.3068592;14.5
Kahuzi;KBPL4;1159;Neoboutonia;Macrocalyx;0.33;15.15066004;27.5
Kahuzi;KBPL4;1160;Taberemonta;Johnstonii;0.5261;13.21810082;21.5
Kahuzi;KBPL4;1161;Taberemonta;Johnstonii;0.5261;10.54542598;15
Kahuzi;KBPL4;1162;Albizia;Adianthifolia;0.5075;8.748869202;11.5
Kahuzi;KBPL4;1163;Dombeya;Goetzenii;0.5;11.31724627;16.7
Kahuzi;KBPL4;1164;Dombeya;Goetzenii;0.5;16.53211838;32.7
Kahuzi;KBPL4;1165;Taberemonta;Johnstonii;0.5261;21.99100689;67.2
Kahuzi;KBPL4;1166;Alangium;Chinense;0.4017;11.49057528;17.1
Kahuzi;KBPL4;1167;Alangium;Chinense;0.4017;9.659680677;13.2
Kahuzi;KBPL4;1168;Polyscias;Fulva;0.237;12.2747551;19
Kahuzi;KBPL4;1169;Allophylus;Kivuensis;0.5178;10.25847764;14.4
Kahuzi;KBPL4;1170;Allophylus;Kivuensis;0.5178;8.115798965;10.4
Kahuzi;KBPL4;1171;Allophylus;Kivuensis;0.5178;13.03680834;21
Kahuzi;KBPL4;1172;Allophylus;Kivuensis;0.5178;8.40810719;10.9
Kahuzi;KBPL4;1173;Strombosia;Scheffleri;0.584;13.9096878;23.5
Kahuzi;KBPL5;1174;Polyscias;Fulva;0.237;13.10974754;21.2
Kahuzi;KBPL5;1175;Allophylus;Kivuensis;0.5178;8.860122003;11.7
Kahuzi;KBPL5;1176;Alangium;Chinense;0.4017;14.97541819;26.9
Kahuzi;KBPL5;1177;Neoboutonia;Macrocalyx;0.33;17.79001707;38.3
Kahuzi;KBPL5;1178;Neoboutonia;Macrocalyx;0.33;14.70566905;26
Kahuzi;KBPL5;1179;Allophylus;Kivuensis;0.5178;8.748869202;11.5
Kahuzi;KBPL5;1180;Polyscias;Fulva;0.237;11.44752442;17
Kahuzi;KBPL5;1181;Neoboutonia;Macrocalyx;0.33;17.34264617;36.2
Kahuzi;KBPL5;1182;Neoboutonia;Macrocalyx;0.33;17.97361616;39.2
Kahuzi;KBPL5;1183;Macaranga;Kilimandsharica;0.4;10.91595736;15.8
Kahuzi;KBPL5;1184;Macaranga;Kilimandsharica;0.4;10.49815236;14.9
Kahuzi;KBPL5;1185;Macaranga;Kilimandsharica;0.4;12.66339672;20
Kahuzi;KBPL5;1186;Neoboutonia;Macrocalyx;0.33;15.89700127;30.2
Kahuzi;KBPL5;1187;Neoboutonia;Macrocalyx;0.33;15.6283245;29.2
Kahuzi;KBPL5;1188;Allophylus;Kivuensis;0.5178;9.240705622;12.4
Kahuzi;KBPL5;1189;Dombeya;Goetzenii;0.5;14.64456776;25.8
Kahuzi;KBPL5;1190;Dombeya;Goetzenii;0.5;11.53344077;17.2
Kahuzi;KBPL5;1191;Dombeya;Goetzenii;0.5;20.39337508;53.7
Kahuzi;KBPL5;1192;Dombeya;Goetzenii;0.5;17.05154451;34.9
Kahuzi;KBPL5;1193;Dombeya;Goetzenii;0.5;15.923391;30.3
Kahuzi;KBPL5;1194;Dombeya;Goetzenii;0.5;20.00824645;51
Kahuzi;KBPL5;1195;Dombeya;Goetzenii;0.5;8.465645526;11
Kahuzi;KBPL5;1196;Dombeya;Goetzenii;0.5;20.23953873;52.6
Kahuzi;KBPL5;1197;Strombosia;Scheffleri;0.584;11.95218261;18.2
Kahuzi;KBPL5;1198;Pavetta;Ternifolia;0.4628;10.87037051;15.7
Kahuzi;KBPL5;1199;Allophylus;Kivuensis;0.5178;9.024881695;12
Kahuzi;KBPL5;1200;Taberemonta;Johnstonii;0.5261;15.6555898;29.3
Kahuzi;KBPL5;1201;Taberemonta;Johnstonii;0.5261;19.25595685;46.2
Kahuzi;KBPL5;1202;Taberemonta;Johnstonii;0.5261;20.96968555;58.1
Kahuzi;KBPL5;1203;Taberemonta;Johnstonii;0.5261;15.89700127;30.2
Kahuzi;KBPL5;1204;Taberemonta;Johnstonii;0.5261;8.579820697;11.2
Kahuzi;KBPL5;1205;Taberemonta;Johnstonii;0.5261;8.350264765;10.8
Kahuzi;KBPL5;1206;Allophylus;Kivuensis;0.5178;8.692811477;11.4
Kahuzi;KBPL5;1207;Neoboutonia;Macrocalyx;0.33;20.85663762;57.2
Kahuzi;KBPL5;1208;Maesa;Lanceolata;0.676;11.78681352;17.8
Kahuzi;KBPL5;1209;Dombeya;Goetzenii;0.5;23.20097751;81
Kahuzi;KBPL5;1210;Allophylus;Kivuensis;0.5178;9.347006901;12.6
Kahuzi;KBPL5;1211;Allophylus;Kivuensis;0.5178;8.579820697;11.2
Kahuzi;KBPL5;1212;Neoboutonia;Macrocalyx;0.33;11.36086127;16.8
Kahuzi;KBPL5;1213;Neoboutonia;Macrocalyx;0.33;15.03423223;27.1
Kahuzi;KBPL5;1214;Neoboutonia;Macrocalyx;0.33;11.66093807;17.5
Kahuzi;KBPL5;1215;Dombeya;Goetzenii;0.5;15.51835872;28.8
Kahuzi;KBPL5;1216;Dombeya;Goetzenii;0.5;8.174885438;10.5
Kahuzi;KBPL5;1217;Allophylus;Kivuensis;0.5178;10.63932536;15.2
Kahuzi;KBPL5;1218;Dombeya;Goetzenii;0.5;16.93653106;34.4
Kahuzi;KBPL5;1219;Macaranga;Kilimandsharica;0.4;12.35375015;19.2
Kahuzi;KBPL5;1220;Allophylus;Kivuensis;0.5178;9.504495761;12.9
Kahuzi;KBPL5;1221;Alangium;Chinense;0.4017;11.95218261;18.2
Kahuzi;KBPL5;1222;Xymalos;Monospora;0.4628;9.024881695;12
Kahuzi;KBPL5;1223;Sapium;Ellipticum;0.551;10.01313158;13.9
Kahuzi;KBPL5;1224;Dombeya;Goetzenii;0.5;19.42037833;47.2
Kahuzi;KBPL5;1225;Allophylus;Kivuensis;0.5178;12.47104212;19.5
Kahuzi;KBPL5;1226;Allophylus;Kivuensis;0.5178;9.347006901;12.6
Kahuzi;KBPL5;1227;Alangium;Chinense;0.4017;17.25427179;35.8
Kahuzi;KBPL5;1228;Alangium;Chinense;0.4017;11.00652119;16
Kahuzi;KBPL5;1229;Alangium;Chinense;0.4017;11.18525113;16.4
Kahuzi;KBPL5;1230;Taberemonta;Johnstonii;0.5261;9.504495761;12.9
Kahuzi;KBPL5;1231;Taberemonta;Johnstonii;0.5261;9.812617948;13.5
Kahuzi;KBPL5;1232;Millettia;Dura;0.6967;7.876242664;10
Kahuzi;KBPL5;1233;Alangium;Chinense;0.4017;14.17223856;24.3
Kahuzi;KBPL5;1234;Neoboutonia;Macrocalyx;0.33;12.81453419;20.4
Kahuzi;KBPL5;1235;Neoboutonia;Macrocalyx;0.33;15.29398746;28
Kahuzi;KBPL5;1236;Maesa;Lanceolata;0.676;7.876242664;10
Kahuzi;KBPL5;1237;Alangium;Chinense;0.4017;11.95218261;18.2
Kahuzi;KBPL5;1238;Alangium;Chinense;0.4017;9.659680677;13.2
Kahuzi;KBPL5;1239;Lindackeria;Kivuensis;0.56;7.936619198;10.1
Kahuzi;KBPL5;1240;Allophylus;Kivuensis;0.5178;14.07467953;24
Kahuzi;KBPL5;1241;Allophylus;Kivuensis;0.5178;13.74162791;23
Kahuzi;KBPL5;1242;Allophylus;Kivuensis;0.5178;11.2294426;16.5
Kahuzi;KBPL5;1243;Allophylus;Kivuensis;0.5178;9.079246074;12.1
Kahuzi;KBPL5;1244;Neoboutonia;Macrocalyx;0.33;20.47557221;54.3
Kahuzi;KBPL5;1245;Neoboutonia;Macrocalyx;0.33;15.43492153;28.5
Kahuzi;KBPL5;1246;Alangium;Chinense;0.4017;14.70566905;26
Kahuzi;KBPL5;1247;Allophylus;Kivuensis;0.5178;9.504495761;12.9
Kahuzi;KBPL5;1248;Neoboutonia;Macrocalyx;0.33;10.49815236;14.9
Kahuzi;KBPL5;1249;Dombeya;Goetzenii;0.5;13.60490938;22.6
Kahuzi;KBPL5;1250;Allophylus;Kivuensis;0.5178;12.23501424;18.9
Kahuzi;KBPL5;1251;Allophylus;Kivuensis;0.5178;8.115798965;10.4
Kahuzi;KBPL5;1252;Dombeya;Goetzenii;0.5;14.61385586;25.7
Kahuzi;KBPL5;1253;Taberemonta;Johnstonii;0.5261;8.174885438;10.5
Kahuzi;KBPL5;1254;Alangium;Chinense;0.4017;12.39300649;19.3
Kahuzi;KBPL5;1255;Allophylus;Kivuensis;0.5178;13.87632416;23.4
Kahuzi;KBPL5;1256;Allophylus;Kivuensis;0.5178;13.9096878;23.5
Kahuzi;KBPL5;1257;Neoboutonia;Macrocalyx;0.33;16.8900367;34.2
Kahuzi;KBPL5;1258;Neoboutonia;Macrocalyx;0.33;17.51630383;37
Kahuzi;KBPL5;1259;Neoboutonia;Macrocalyx;0.33;15.29398746;28
Kahuzi;KBPL1;1260;Allophylus;Kivuensis;0.5178;10.63932536;15.2
Kahuzi;KBPL1;1261;Neoboutonia;Macrocalyx;0.33;14.67517196;25.9
Kahuzi;KBPL9;1262;Neoboutonia;Macrocalyx;0.33;18.28871734;40.8
Kahuzi;KBPL9;1263;Albizia;Adianthifolia;0.5075;16.60503056;33
Kahuzi;KBPL9;1264;Albizia;Adianthifolia;0.5075;14.70566905;26
Kahuzi;KBPL9;1265;Xymalos;Monospora;0.4886;8.522882473;11.1
Kahuzi;KBPL9;1266;Xymalos;Monospora;0.4886;8.465645526;11
Kahuzi;KBPL9;1267;Alangium;Chinense;0.4017;7.876242664;10
Kahuzi;KBPL9;1268;Alangium;Chinense;0.4017;12.47104212;19.5
Kahuzi;KBPL9;1269;Macaranga;Kilimandsharica;0.4;14.26874311;24.6
Kahuzi;KBPL9;1270;Neoboutonia;Macrocalyx;0.33;16.10575732;31
Kahuzi;KBPL9;1271;Alangium;Chinense;0.4017;8.915322058;11.8
Kahuzi;KBPL9;1272;Neoboutonia;Macrocalyx;0.33;9.504495761;12.9
Kahuzi;KBPL9;1273;Alangium;Chinense;0.4017;17.32065044;36.1
Kahuzi;KBPL9;1274;Allophylus;Kivuensis;0.5178;10.54542598;15
Kahuzi;KBPL9;1275;Allophylus;Kivuensis;0.5178;15.32236375;28.1
Kahuzi;KBPL9;1276;Lindackeria;Kivuensis;0.56;9.812617948;13.5
Kahuzi;KBPL9;1277;Alangium;Chinense;0.4017;11.18525113;16.4
Kahuzi;KBPL9;1278;Alangium;Chinense;0.4017;11.86984612;18
Kahuzi;KBPL9;1279;Alangium;Chinense;0.4017;11.27344051;16.6
Kahuzi;KBPL9;1280;Neoboutonia;Macrocalyx;0.33;13.10974754;21.2
Kahuzi;KBPL9;1281;Dombeya;Goetzenii;0.5;16.8432591;34
Kahuzi;KBPL9;1282;Lindackeria;Kivuensis;0.56;11.61862087;17.4
Kahuzi;KBPL9;1283;Galiniera;Coffeoides;0.4886;8.174885438;10.5
Kahuzi;KBPL9;1284;Alangium;Chinense;0.4017;17.27646354;35.9
Kahuzi;KBPL9;1285;Macaranga;Kilimandsharica;0.4;14.58303567;25.6
Kahuzi;KBPL9;1286;Xymalos;Monospora;0.4886;11.78681352;17.8
Kahuzi;KBPL9;1287;Trichilia;Volkensii;0.6441;19.62789231;48.5
Kahuzi;KBPL9;1288;Taberemonta;Johnstonii;0.5261;14.67517196;25.9
Kahuzi;KBPL9;1289;Maesa;Lanceolata;0.676;11.78681352;17.8
Kahuzi;KBPL9;1290;Dombeya;Goetzenii;0.5;13.9096878;23.5
Kahuzi;KBPL9;1291;Alangium;Chinense;0.4017;13.57040808;22.5
Kahuzi;KBPL9;1292;Alangium;Chinense;0.4017;7.996668776;10.2
Kahuzi;KBPL9;1293;Maesa;Lanceolata;0.676;15.7368502;29.6
Kahuzi;KBPL9;1294;Dombeya;Goetzenii;0.5;15.09264477;27.3
Kahuzi;KBPL9;1295;Myrianthus;Holstii;0.469;15.79058203;29.8
Kahuzi;KBPL9;1296;Strombosia;Scheffleri;0.584;13.87632416;23.4
Kahuzi;KBPL9;1297;Macaranga;Kilimandsharica;0.4;12.88920898;20.6
Kahuzi;KBPL9;1298;Neoboutonia;Macrocalyx;0.33;17.49481844;36.9
Kahuzi;KBPL9;1299;Alangium;Chinense;0.4017;11.86984612;18
Kahuzi;KBPL9;1300;Dombeya;Goetzenii;0.5;18.34624935;41.1
Kahuzi;KBPL9;1301;Xymalos;Monospora;0.4886;11.86984612;18
Kahuzi;KBPL9;1302;Alangium;Chinense;0.4017;9.293988599;12.5
Kahuzi;KBPL9;1303;Alangium;Chinense;0.4017;12.07440291;18.5
Kahuzi;KBPL9;1304;Myrianthus;Holstii;0.469;15.94969555;30.4
Kahuzi;KBPL9;1305;Xymalos;Monospora;0.4886;9.240705622;12.4
Kahuzi;KBPL9;1306;Agauria;Salicifolia;0.4886;26.79563671;224
Kahuzi;KBPL9;1307;Dombeya;Goetzenii;0.5;11.18525113;16.4
Kahuzi;KBPL9;1308;Dombeya;Goetzenii;0.5;18.86104408;43.9
Kahuzi;KBPL9;1309;Trichilia;Volkensii;0.6441;14.67517196;25.9
Kahuzi;KBPL9;1310;Allophylus;Kivuensis;0.5178;7.876242664;10
Kahuzi;KBPL9;1311;Alangium;Chinense;0.4017;9.293988599;12.5
Kahuzi;KBPL9;1312;Maesa;Lanceolata;0.676;8.350264765;10.8
Kahuzi;KBPL9;1313;Myrianthus;Holstii;0.469;20.59666381;55.2
Kahuzi;KBPL9;1314;Maesa;Lanceolata;0.676;10.87037051;15.7
Kahuzi;KBPL9;1315;Maesa;Lanceolata;0.676;14.85656825;26.5
Kahuzi;KBPL9;1316;Maesa;Lanceolata;0.676;7.996668776;10.2
Kahuzi;KBPL9;1317;Macaranga;Kilimandsharica;0.4;17.29858966;36
Kahuzi;KBPL9;1318;Macaranga;Kilimandsharica;0.4;8.40810719;10.9
Kahuzi;KBPL9;1319;Macaranga;Kilimandsharica;0.4;8.465645526;11
Kahuzi;KBPL9;1320;Trichilia;Volkensii;0.6441;23.97833511;92.5
Kahuzi;KBPL9;1321;Myrianthus;Holstii;0.469;11.2294426;16.5
Kahuzi;KBPL9;1322;Trichilia;Volkensii;0.6441;9.710906784;13.3
Kahuzi;KBPL9;1323;Trichilia;Volkensii;0.6441;8.579820697;11.2
Kahuzi;KBPL9;1324;Trichilia;Volkensii;0.6441;10.82457835;15.6
