forest;plotID;treeID;genus;species;meanWD;predHeight18;DBH18
Nyungwe;NPL5;2596;Memecylon;Walikalense ;0.7728;17.23201413;35.7
Nyungwe;NPL5;2597;Oxyanthus;Troupinii;0.525;12.2747551;19
Nyungwe;NPL5;2598;Syzygium;Guineense;0.6097;18.55317896;42.2
Nyungwe;NPL5;2599;Pentadesma;Reindersii;0.6828;17.14231847;35.3
Nyungwe;NPL5;2600;Symphonia;Globulifera;0.6004;20.70213516;56
Nyungwe;NPL5;2601;Cleistanthus;Polystachyus;0.6518;14.55210658;25.5
Nyungwe;NPL5;2602;Cleistanthus;Polystachyus;0.6518;15.00487567;27
Nyungwe;NPL5;2603;Oxyanthus;Troupinii;0.525;10.77857932;15.5
Nyungwe;NPL5;2604;Oxyanthus;Troupinii;0.525;10.54542598;15
Nyungwe;NPL5;2605;Cleistanthus;Polystachyus;0.6518;12.70140697;20.1
Nyungwe;NPL5;2606;Melchiora;Schliebenii ;0.6296;21.37608378;61.5
Nyungwe;NPL5;2607;Cleistanthus;Polystachyus;0.6518;10.54542598;15
Nyungwe;NPL5;2608;Carapa;Grandiflora;0.5524;10.11196492;14.1
Nyungwe;NPL5;2609;Cleistanthus;Polystachyus;0.6518;16.23354148;31.5
Nyungwe;NPL5;2610;Cleistanthus;Polystachyus;0.6518;14.23669098;24.5
Nyungwe;NPL5;2611;Oxyanthus;Troupinii;0.525;12.9632979;20.8
Nyungwe;NPL5;2612;Cleistanthus;Polystachyus;0.6518;13.67352445;22.8
Nyungwe;NPL5;2613;Oxyanthus;Troupinii;0.525;10.1610323;14.2
Nyungwe;NPL5;2614;Syzygium;Guineense;0.6097;21.31829092;61
Nyungwe;NPL5;2615;Oxyanthus;Troupinii;0.525;11.86984612;18
Nyungwe;NPL5;2616;Symphonia;Globulifera;0.6004;21.50094167;62.6
Nyungwe;NPL5;2617;Memecylon;Walikalense ;0.7728;9.812617948;13.5
Nyungwe;NPL5;2618;Carapa;Grandiflora;0.5524;17.62279772;37.5
Nyungwe;NPL5;2619;Cleistanthus;Polystachyus;0.6518;18.98378622;44.6
Nyungwe;NPL5;2620;Cleistanthus;Polystachyus;0.6518;21.65543788;64
Nyungwe;NPL5;2621;Cleistanthus;Polystachyus;0.6518;10.49815236;14.9
Nyungwe;NPL5;2622;Cleistanthus;Polystachyus;0.6518;10.25847764;14.4
Nyungwe;NPL5;2623;Oxyanthus;Troupinii;0.525;15.7368502;29.6
Nyungwe;NPL5;2624;Oxyanthus;Troupinii;0.525;12.43210347;19.4
Nyungwe;NPL5;2625;Pentadesma;Reindersii;0.6828;19.05290725;45
Nyungwe;NPL5;2626;Carapa;Grandiflora;0.5524;15.1217018;27.4
Nyungwe;NPL5;2627;Oxyanthus;Troupinii;0.525;12.47104212;19.5
Nyungwe;NPL5;2628;Oxyanthus;Troupinii;0.525;12.39300649;19.3
Nyungwe;NPL5;2629;Pariri;Excelsa;0.7019;20.76704396;56.5
Nyungwe;NPL5;2630;Syzygium;Guineense;0.6097;18.25009596;40.6
Nyungwe;NPL5;2631;Memecylon;Walikalense ;0.7728;11.53344077;17.2
Nyungwe;NPL5;2632;Syzygium;Guineense;0.6097;16.50766301;32.6
Nyungwe;NPL5;2633;Oxyanthus;Troupinii;0.525;12.1951097;18.8
Nyungwe;NPL5;2634;Diospyros;Gabunensis;0.6296;8.465645526;11
Nyungwe;NPL5;2635;Diospyros;Gabunensis;0.6296;13.39593246;22
Nyungwe;NPL5;2636;Melchiora;Schliebenii ;0.6296;18.17220528;40.2
Nyungwe;NPL5;2637;Oxyanthus;Troupinii;0.525;11.78681352;17.8
Nyungwe;NPL5;2638;Syzygium;Guineense;0.6097;19.05290725;45
Nyungwe;NPL5;2639;Oxyanthus;Troupinii;0.525;8.748869202;11.5
Nyungwe;NPL5;2640;Pentadesma;Reindersii;0.6828;15.70985219;29.5
Nyungwe;NPL5;2641;Cleistanthus;Polystachyus;0.6518;12.1951097;18.8
Nyungwe;NPL5;2642;Cleistanthus;Polystachyus;0.6518;9.761885204;13.4
Nyungwe;NPL5;2643;Memecylon;Walikalense ;0.7728;9.812617948;13.5
Nyungwe;NPL5;2644;Cleistanthus;Polystachyus;0.6518;18.87871916;44
Nyungwe;NPL5;2645;Pariri;Excelsa;0.7019;15.97591534;30.5
Nyungwe;NPL5;2646;Pentadesma;Reindersii;0.6828;11.2294426;16.5
Nyungwe;NPL5;2647;Oxyanthus;Troupinii;0.525;13.67352445;22.8
Nyungwe;NPL5;2648;Cleistanthus;Polystachyus;0.6518;10.63932536;15.2
Nyungwe;NPL5;2649;Cleistanthus;Polystachyus;0.6518;19.3222374;46.6
Nyungwe;NPL5;2650;Syzygium;Guineense;0.6097;11.44752442;17
Nyungwe;NPL5;2651;Melchiora;Schliebenii ;0.6296;19.42037833;47.2
Nyungwe;NPL5;2652;Pentadesma;Reindersii;0.6828;18.84332169;43.8
Nyungwe;NPL5;2653;Pentadesma;Reindersii;0.6828;16.60503056;33
Nyungwe;NPL5;2654;Pentadesma;Reindersii;0.6828;18.13293248;40
Nyungwe;NPL5;2655;Pentadesma;Reindersii;0.6828;16.8432591;34
Nyungwe;NPL5;2656;Cleistanthus;Polystachyus;0.6518;19.28918329;46.4
Nyungwe;NPL2;2657;Cleistanthus;Polystachyus;0.6518;10.54542598;15
Nyungwe;NPL2;2658;Cleistanthus;Polystachyus;0.6518;17.29858966;36
Nyungwe;NPL2;2659;Cleistanthus;Polystachyus;0.6518;19.28918329;46.4
Nyungwe;NPL2;2660;Memecylon;Walikalense ;0.6066;9.293988599;12.5
Nyungwe;NPL2;2661;Cleistanthus;Polystachyus;0.6518;14.85656825;26.5
Nyungwe;NPL2;2662;Sericanthe;Leordii;0.6066;11.82841744;17.9
Nyungwe;NPL2;2663;Cleistanthus;Polystachyus;0.6518;16.4831314;32.5
Nyungwe;NPL2;2664;Oxyanthus;Troupinii;0.525;11.40428687;16.9
Nyungwe;NPL2;2665;Cleistanthus;Polystachyus;0.6518;13.03680834;21
Nyungwe;NPL2;2666;Apodytes;Dimidiata ;0.587;15.97591534;30.5
Nyungwe;NPL2;2667;Cleistanthus;Polystachyus;0.6518;15.97591534;30.5
Nyungwe;NPL2;2668;Grewia;Mildbraedii ;0.5581;11.00652119;16
Nyungwe;NPL2;2669;Cleistanthus;Polystachyus;0.6518;10.3068592;14.5
Nyungwe;NPL2;2670;Grewia;Mildbraedii ;0.5581;10.54542598;15
Nyungwe;NPL2;2671;Cleistanthus;Polystachyus;0.6518;9.556477238;13
Nyungwe;NPL2;2672;Grewia;Mildbraedii ;0.5581;10.54542598;15
Nyungwe;NPL2;2673;Syzygium;Guineense;0.6097;17.89259708;38.8
Nyungwe;NPL2;2674;Carapa;Grandiflora;0.5524;8.465645526;11
Nyungwe;NPL2;2675;Oxyanthus;Troupinii;0.525;14.94585925;26.8
Nyungwe;NPL2;2676;Grewia;Mildbraedii ;0.5581;11.44752442;17
Nyungwe;NPL2;2677;Grewia;Mildbraedii ;0.5581;12.85194529;20.5
Nyungwe;NPL2;2678;Syzygium;Guineense;0.6097;24.89839064;110.6
Nyungwe;NPL2;2679;Grewia;Mildbraedii ;0.5581;10.40294892;14.7
Nyungwe;NPL2;2680;Cleistanthus;Polystachyus;0.6518;9.187155726;12.3
Nyungwe;NPL2;2681;Cleistanthus;Polystachyus;0.6518;18.47865329;41.8
Nyungwe;NPL2;2682;Psychotria;Mahonii;0.5636;18.51601798;42
Nyungwe;NPL2;2683;Cleistanthus;Polystachyus;0.6518;15.29398746;28
Nyungwe;NPL2;2684;Syzygium;Guineense;0.6097;16.5808018;32.9
Nyungwe;NPL2;2685;Cleistanthus;Polystachyus;0.6518;16.23354148;31.5
Nyungwe;NPL2;2686;Carapa;Grandiflora;0.5524;16.30924475;31.8
Nyungwe;NPL2;2687;Cleistanthus;Polystachyus;0.6518;17.29858966;36
Nyungwe;NPL2;2688;Pariri;Excelsa;0.7019;16.10575732;31
Nyungwe;NPL2;2689;Psychotria;Mahonii;0.5636;8.970241151;11.9
Nyungwe;NPL2;2690;Cleistanthus;Polystachyus;0.6518;11.86984612;18
Nyungwe;NPL2;2691;Cleistanthus;Polystachyus;0.6518;12.88920898;20.6
Nyungwe;NPL2;2692;Macaranga;Kilimandscharica ;0.3818;13.21810082;21.5
Nyungwe;NPL2;2693;Cleistanthus;Polystachyus;0.6518;18.32712507;41
Nyungwe;NPL2;2694;Grewia;Mildbraedii ;0.5581;12.07440291;18.5
Nyungwe;NPL2;2695;Grewia;Mildbraedii ;0.5581;14.3958064;25
Nyungwe;NPL2;2696;Grewia;Mildbraedii ;0.5581;13.14600516;21.3
Nyungwe;NPL2;2697;Sericanthe;Leordii;0.6066;11.00652119;16
Nyungwe;NPL2;2698;Cleistanthus;Polystachyus;0.6518;14.70566905;26
Nyungwe;NPL2;2699;Grewia;Mildbraedii ;0.5581;10.3068592;14.5
Nyungwe;NPL2;2700;Cleistanthus;Polystachyus;0.6518;18.47865329;41.8
Nyungwe;NPL2;2701;Grewia;Mildbraedii ;0.5581;9.812617948;13.5
Nyungwe;NPL2;2702;Grewia;Mildbraedii ;0.5581;9.913354339;13.7
Nyungwe;NPL2;2703;Cleistanthus;Polystachyus;0.6518;8.465645526;11
Nyungwe;NPL2;2704;Oxyanthus;Troupinii;0.525;9.452258307;12.8
Nyungwe;NPL2;2705;Cleistanthus;Polystachyus;0.6518;14.00904531;23.8
Nyungwe;NPL2;2706;Grewia;Mildbraedii ;0.5581;14.70566905;26
Nyungwe;NPL2;2707;Polyscias;Fulva;0.237;10.40294892;14.7
Nyungwe;NPL2;2708;Cleistanthus;Polystachyus;0.6518;16.35931701;32
Nyungwe;NPL2;2709;Cleistanthus;Polystachyus;0.6518;12.39300649;19.3
Nyungwe;NPL2;2710;Cleistanthus;Polystachyus;0.6518;19.73681488;49.2
Nyungwe;NPL2;2711;Cleistanthus;Polystachyus;0.6518;13.39593246;22
Nyungwe;NPL2;2712;Cleistanthus;Polystachyus;0.6518;9.812617948;13.5
Nyungwe;NPL2;2713;Cleistanthus;Polystachyus;0.6518;22.71768305;75
Nyungwe;NPL2;2714;Cleistanthus;Polystachyus;0.6518;19.35512046;46.8
Nyungwe;NPL2;2715;Cleistanthus;Polystachyus;0.6518;17.40824588;36.5
Nyungwe;NPL2;2716;Cleistanthus;Polystachyus;0.6518;12.85194529;20.5
Nyungwe;NPL2;2717;Cleistanthus;Polystachyus;0.6518;13.74162791;23
Nyungwe;NPL2;2718;Cleistanthus;Polystachyus;0.6518;15.00487567;27
Nyungwe;NPL2;2719;Oxyanthus;Troupinii;0.525;8.465645526;11
Nyungwe;NPL2;2720;Carapa;Grandiflora;0.5524;11.49057528;17.1
Nyungwe;NPL2;2721;Cleistanthus;Polystachyus;0.6518;15.57352345;29
Nyungwe;NPL2;2722;Cleistanthus;Polystachyus;0.6518;10.1610323;14.2
Nyungwe;NPL2;2723;Taren;Rwandensis ;0.6798;10.87037051;15.7
Nyungwe;NPL2;2724;Psychotria;Mahonii;0.5636;16.18267157;31.3
Nyungwe;NPL2;2725;Syzygium;Guineense;0.6097;19.76758293;49.4
Nyungwe;NPL2;2726;Cleistanthus;Polystachyus;0.6518;17.07434015;35
Nyungwe;NPL2;2727;Syzygium;Guineense;0.6097;16.8432591;34
Nyungwe;NPL2;2728;Cleistanthus;Polystachyus;0.6518;18.32712507;41
Nyungwe;NPL2;2729;Sericanthe;Leordii;0.6066;7.996668776;10.2
Nyungwe;NPL2;2730;Sericanthe;Leordii;0.6066;8.174885438;10.5
Nyungwe;NPL2;2731;Oxyanthus;Troupinii;0.525;11.18525113;16.4
Nyungwe;NPL2;2732;Cleistanthus;Polystachyus;0.6518;22.3133109;70.5
Nyungwe;NPL3;2733;Cleistanthus;Polystachyus;0.6518;8.292115516;10.7
Nyungwe;NPL3;2734;Cleistanthus;Polystachyus;0.6518;17.00574712;34.7
Nyungwe;NPL3;2735;Cleistanthus;Polystachyus;0.6518;12.2747551;19
Nyungwe;NPL3;2736;Cleistanthus;Polystachyus;0.6518;15.51835872;28.8
Nyungwe;NPL3;2737;Cleistanthus;Polystachyus;0.6518;11.49057528;17.1
Nyungwe;NPL3;2738;Cleistanthus;Polystachyus;0.6518;11.86984612;18
Nyungwe;NPL3;2739;Cleistanthus;Polystachyus;0.6518;18.80773427;43.6
Nyungwe;NPL3;2740;Syzygium;Guineense;0.6097;9.96336189;13.8
Nyungwe;NPL3;2741;Pariri;Excelsa;0.7019;23.27590235;82
Nyungwe;NPL3;2742;Cleistanthus;Polystachyus;0.6518;18.19175948;40.3
Nyungwe;NPL3;2743;Cleistanthus;Polystachyus;0.6518;17.83122493;38.5
Nyungwe;NPL3;2744;Grewia;Mildbraedii ;0.5581;9.863107005;13.6
Nyungwe;NPL3;2745;Cleistanthus;Polystachyus;0.6518;12.66339672;20
Nyungwe;NPL3;2746;Cleistanthus;Polystachyus;0.6518;8.465645526;11
Nyungwe;NPL3;2747;Strombosia;Scheffleri;0.584;9.133336642;12.2
Nyungwe;NPL3;2748;Cleistanthus;Polystachyus;0.6518;8.174885438;10.5
Nyungwe;NPL3;2749;Cleistanthus;Polystachyus;0.6518;19.54889526;48
Nyungwe;NPL3;2750;Sericanthe;Leordii;0.634;8.692811477;11.4
Nyungwe;NPL3;2751;Cleistanthus;Polystachyus;0.6518;8.915322058;11.8
Nyungwe;NPL3;2752;Cleistanthus;Polystachyus;0.6518;19.35512046;46.8
Nyungwe;NPL3;2753;Pariri;Excelsa;0.7019;23.2386301;81.5
Nyungwe;NPL3;2754;Cleistanthus;Polystachyus;0.6518;10.77857932;15.5
Nyungwe;NPL3;2755;Taren;Rwandensis ;0.6798;10.5924831;15.1
Nyungwe;NPL3;2756;Cleistanthus;Polystachyus;0.6518;14.76634426;26.2
Nyungwe;NPL3;2757;Taren;Rwandensis ;0.6798;9.556477238;13
Nyungwe;NPL3;2758;Cleistanthus;Polystachyus;0.6518;17.7277607;38
Nyungwe;NPL3;2759;Cleistanthus;Polystachyus;0.6518;16.45852319;32.4
Nyungwe;NPL3;2760;Pariri;Excelsa;0.7019;22.45241248;72
Nyungwe;NPL3;2761;Diospyros;Gabunensis;0.634;12.54844864;19.7
Nyungwe;NPL3;2762;Cleistanthus;Polystachyus;0.6518;12.92632621;20.7
Nyungwe;NPL3;2763;Sericanthe;Leordii;0.634;10.77857932;15.5
Nyungwe;NPL3;2764;Oxyanthus;Speciosus;0.525;11.66093807;17.5
Nyungwe;NPL3;2765;Pariri;Excelsa;0.7019;25.80996021;138
Nyungwe;NPL3;2766;Cleistanthus;Polystachyus;0.6518;12.77697474;20.3
Nyungwe;NPL3;2767;Oxyanthus;Troupinii;0.525;12.77697474;20.3
Nyungwe;NPL3;2768;Carapa;Grandiflora;0.5524;11.44752442;17
Nyungwe;NPL3;2769;Diospyros;Gabunensis;0.634;18.13293248;40
Nyungwe;NPL3;2770;Chrysophyllum ;Gorungosanum;0.538;18.4410833;41.6
Nyungwe;NPL3;2771;Diospyros;Gabunensis;0.634;12.2747551;19
Nyungwe;NPL3;2772;Cleistanthus;Polystachyus;0.6518;19.73681488;49.2
Nyungwe;NPL3;2773;Cleistanthus;Polystachyus;0.6518;12.43210347;19.4
Nyungwe;NPL3;2774;Cleistanthus;Polystachyus;0.6518;19.38783369;47
Nyungwe;NPL3;2775;Taren;Rwandensis ;0.6798;13.63928125;22.7
Nyungwe;NPL3;2776;Oxyanthus;Speciosus;0.525;8.804638542;11.6
Nyungwe;NPL3;2777;Cleistanthus;Polystachyus;0.6518;17.18729989;35.5
Nyungwe;NPL3;2778;Grewia;Mildbraedii ;0.5581;8.970241151;11.9
Nyungwe;NPL3;2779;Grewia;Mildbraedii ;0.5581;9.452258307;12.8
Nyungwe;NPL3;2780;Taren;Rwandensis ;0.6798;12.31433337;19.1
Nyungwe;NPL3;2781;Pariri;Excelsa;0.7019;24.5007228;102
Nyungwe;NPL3;2782;Cleistanthus;Polystachyus;0.6518;20.43462252;54
Nyungwe;NPL3;2783;Cleistanthus;Polystachyus;0.6518;12.81453419;20.4
Nyungwe;NPL3;2784;Cleistanthus;Polystachyus;0.6518;17.18729989;35.5
Nyungwe;NPL3;2785;Cleistanthus;Polystachyus;0.6518;12.47104212;19.5
Nyungwe;NPL3;2786;Oxyanthus;Troupinii;0.525;8.40810719;10.9
Nyungwe;NPL3;2787;Carapa;Grandiflora;0.5524;8.915322058;11.8
Nyungwe;NPL3;2788;Sericanthe;Leordii;0.634;8.579820697;11.2
Nyungwe;NPL3;2789;Diospyros;Gabunensis;0.634;13.10974754;21.2
Nyungwe;NPL3;2790;Grewia;Mildbraedii ;0.5581;10.1610323;14.2
Nyungwe;NPL3;2791;Taren;Rwandensis ;0.6798;7.996668776;10.2
Nyungwe;NPL3;2792;Cleistanthus;Polystachyus;0.6518;13.80922583;23.2
Nyungwe;NPL3;2793;Taren;Rwandensis ;0.6798;8.350264765;10.8
Nyungwe;NPL9;2794;Cleistanthus;Polystachyus;0.6518;7.876242664;10
Nyungwe;NPL9;2795;Cleistanthus;Polystachyus;0.6518;14.23669098;24.5
Nyungwe;NPL9;2796;Cleistanthus;Polystachyus;0.6518;20.70213516;56
Nyungwe;NPL9;2797;Strombosia;Scheffleri;0.584;16.8900367;34.2
Nyungwe;NPL9;2798;Cleistanthus;Polystachyus;0.6518;16.4831314;32.5
Nyungwe;NPL9;2799;Memecylon;Walikalense ;0.7728;14.07467953;24
Nyungwe;NPL9;2800;Cleistanthus;Polystachyus;0.6518;18.84332169;43.8
Nyungwe;NPL9;2801;Cleistanthus;Polystachyus;0.6518;11.78681352;17.8
Nyungwe;NPL9;2802;Cleistanthus;Polystachyus;0.6518;11.66093807;17.5
Nyungwe;NPL9;2803;Cleistanthus;Polystachyus;0.6518;15.76376;29.7
Nyungwe;NPL9;2804;Taren;Rwandensis ;0.6798;9.024881695;12
Nyungwe;NPL9;2805;Cleistanthus;Polystachyus;0.6518;10.63932536;15.2
Nyungwe;NPL9;2806;Cleistanthus;Polystachyus;0.6518;13.2896428;21.7
Nyungwe;NPL9;2807;Pariri;Excelsa;0.7019;23.21608449;81.2
Nyungwe;NPL9;2808;Cleistanthus;Polystachyus;0.6518;13.18212263;21.4
Nyungwe;NPL9;2809;Pariri;Excelsa;0.7019;18.91392812;44.2
Nyungwe;NPL9;2810;Oxyanthus;Troupinii;0.525;12.03383251;18.4
Nyungwe;NPL9;2811;Carapa;Grandiflora;0.5524;16.91331913;34.3
Nyungwe;NPL9;2812;Strombosia;Scheffleri;0.584;14.3958064;25
Nyungwe;NPL9;2813;Pentadesma;Reindersii;0.6828;8.115798965;10.4
Nyungwe;NPL9;2814;Cleistanthus;Polystachyus;0.6518;18.38433979;41.3
Nyungwe;NPL9;2815;Cleistanthus;Polystachyus;0.6518;13.39593246;22
Nyungwe;NPL9;2816;Cleistanthus;Polystachyus;0.6518;19.51701288;47.8
Nyungwe;NPL9;2817;Psychotria;Mahonii;0.5636;18.66345563;42.8
Nyungwe;NPL9;2818;Syzygium;Guineense;0.6097;25.22922292;119
Nyungwe;NPL9;2819;Grewia;Mildbraedii ;0.5581;12.2747551;19
Nyungwe;NPL9;2820;Oxyanthus;Troupinii;0.525;10.91595736;15.8
Nyungwe;NPL9;2821;Oxyanthus;Troupinii;0.525;14.94585925;26.8
Nyungwe;NPL9;2822;Grewia;Mildbraedii ;0.5581;10.1610323;14.2
Nyungwe;NPL9;2823;Grewia;Mildbraedii ;0.5581;9.556477238;13
Nyungwe;NPL9;2824;Cleistanthus;Polystachyus;0.6518;15.29398746;28
Nyungwe;NPL9;2825;Cleistanthus;Polystachyus;0.6518;15.97591534;30.5
Nyungwe;NPL9;2826;Oxyanthus;Troupinii;0.525;11.86984612;18
Nyungwe;NPL9;2827;Memecylon;Walikalense ;0.7728;14.07467953;24
Nyungwe;NPL9;2828;Syzygium;Guineense;0.6097;21.97072008;67
Nyungwe;NPL9;2829;Pentadesma;Reindersii;0.6828;18.60854201;42.5
Nyungwe;NPL9;2830;Oxyanthus;Troupinii;0.525;11.2294426;16.5
Nyungwe;NPL9;2831;Strombosia;Scheffleri;0.584;14.20452301;24.4
Nyungwe;NPL9;2832;Cleistanthus;Polystachyus;0.6518;11.36086127;16.8
Nyungwe;NPL9;2833;Cleistanthus;Polystachyus;0.6518;10.54542598;15
Nyungwe;NPL9;2834;Oxyanthus;Troupinii;0.525;9.96336189;13.8
Nyungwe;NPL9;2835;Memecylon;Walikalense ;0.7728;10.35501571;14.6
Nyungwe;NPL9;2836;Cleistanthus;Polystachyus;0.6518;18.69981762;43
Nyungwe;NPL9;2837;Oxyanthus;Troupinii;0.525;9.452258307;12.8
Nyungwe;NPL9;2838;Cleistanthus;Polystachyus;0.6518;18.28871734;40.8
Nyungwe;NPL9;2839;Oxyanthus;Troupinii;0.525;12.73926599;20.2
Nyungwe;NPL9;2840;Carapa;Grandiflora;0.5524;7.936619198;10.1
Nyungwe;NPL9;2841;Oxyanthus;Troupinii;0.525;12.54844864;19.7
Nyungwe;NPL9;2842;Oxyanthus;Troupinii;0.525;12.77697474;20.3
Nyungwe;NPL9;2843;Cleistanthus;Polystachyus;0.6518;13.97604767;23.7
Nyungwe;NPL9;2844;Cleistanthus;Polystachyus;0.6518;11.66093807;17.5
Nyungwe;NPL9;2845;Oxyanthus;Troupinii;0.525;8.115798965;10.4
Nyungwe;NPL9;2846;Cleistanthus;Polystachyus;0.6518;13.46611972;22.2
Nyungwe;NPL9;2847;Cassipourea;Ruwensorensis;0.6504;15.1217018;27.4
Nyungwe;NPL9;2848;Cleistanthus;Polystachyus;0.6518;16.53211838;32.7
Nyungwe;NPL9;2849;Melchiora;Schliebenii ;0.6224;17.18729989;35.5
Nyungwe;NPL9;2850;Cleistanthus;Polystachyus;0.6518;8.292115516;10.7
Nyungwe;NPL9;2851;Oxyanthus;Troupinii;0.525;12.66339672;20
Nyungwe;NPL9;2852;Cleistanthus;Polystachyus;0.6518;16.6291845;33.1
Nyungwe;NPL9;2853;Pentadesma;Reindersii;0.6828;21.88867696;66.2
Nyungwe;NPL9;2854;Oxyanthus;Troupinii;0.525;10.87037051;15.7
Nyungwe;NPL9;2855;Strombosia;Scheffleri;0.584;13.39593246;22
Nyungwe;NPL9;2856;Oxyanthus;Troupinii;0.525;10.91595736;15.8
Nyungwe;NPL9;2857;Melchiora;Schliebenii ;0.6224;18.36532085;41.2
Nyungwe;NPL9;2858;Pentadesma;Reindersii;0.6828;20.72819098;56.2
Nyungwe;NPL9;2859;Strombosia;Scheffleri;0.584;15.43492153;28.5
Nyungwe;NPL9;2860;Cleistanthus;Polystachyus;0.6518;16.05407028;30.8
Nyungwe;NPL9;2861;Grewia;Mildbraedii ;0.5581;11.00652119;16
Nyungwe;NPL9;2862;Grewia;Mildbraedii ;0.5581;9.812617948;13.5
Nyungwe;NPL9;2863;Cleistanthus;Polystachyus;0.6518;11.09628186;16.2
Nyungwe;NPL9;2864;Diospyros;Gabunensis;0.6224;11.70307508;17.6
Nyungwe;NPL9;2865;Syzygium;Guineense;0.6097;21.48971893;62.5
Nyungwe;NPL9;2866;Cleistanthus;Polystachyus;0.6518;17.34264617;36.2
Nyungwe;NPL9;2867;Oxyanthus;Troupinii;0.525;19.05290725;45
Nyungwe;NPL9;2868;Oxyanthus;Troupinii;0.525;10.73237187;15.4
Nyungwe;NPL9;2869;Cleistanthus;Polystachyus;0.6518;8.522882473;11.1
Nyungwe;NPL9;2870;Cleistanthus;Polystachyus;0.6518;7.936619198;10.1
Nyungwe;NPL9;2871;Cleistanthus;Polystachyus;0.6518;12.11480516;18.6
Nyungwe;NPL9;2872;Cleistanthus;Polystachyus;0.6518;12.47104212;19.5
Nyungwe;NPL9;2873;Cleistanthus;Polystachyus;0.6518;13.0733489;21.1
Nyungwe;NPL9;2874;Cleistanthus;Polystachyus;0.6518;15.84396457;30
Nyungwe;NPL9;2875;Cleistanthus;Polystachyus;0.6518;20.15387004;52
Nyungwe;NPL9;2876;Cleistanthus;Polystachyus;0.6518;9.293988599;12.5
Nyungwe;NPL9;2877;Cleistanthus;Polystachyus;0.6518;19.07007363;45.1
Nyungwe;NPL9;2878;Cleistanthus;Polystachyus;0.6518;21.14089165;59.5
Nyungwe;NPL9;2879;Cleistanthus;Polystachyus;0.6518;15.17952001;27.6
Nyungwe;NPL6;2880;Oxyanthus;Troupinii;0.525;14.20452301;24.4
Nyungwe;NPL6;2881;Carapa;Grandiflora;0.5524;19.3222374;46.6
Nyungwe;NPL6;2882;Diospyros;Gabunensis;0.5899;14.13983694;24.2
Nyungwe;NPL6;2883;Diospyros;Gabunensis;0.5899;14.13983694;24.2
Nyungwe;NPL6;2884;Strombosia;Scheffleri;0.584;17.00574712;34.7
Nyungwe;NPL6;2885;Diospyros;Gabunensis;0.5899;11.91110078;18.1
Nyungwe;NPL6;2886;Oxyanthus;Troupinii;0.525;12.77697474;20.3
Nyungwe;NPL6;2887;Syzygium;Guineense;0.6097;23.42127935;84
Nyungwe;NPL6;2888;Cleistanthus;Polystachyus;0.6518;18.87871916;44
Nyungwe;NPL6;2889;Oxyanthus;Troupinii;0.525;10.96134041;15.9
Nyungwe;NPL6;2890;Strombosia;Scheffleri;0.584;12.81453419;20.4
Nyungwe;NPL6;2891;Strombosia;Scheffleri;0.584;15.89700127;30.2
Nyungwe;NPL6;2892;Diospyros;Gabunensis;0.5899;12.2747551;19
Nyungwe;NPL6;2893;Oxyanthus;Troupinii;0.525;10.25847764;14.4
Nyungwe;NPL6;2894;Rinorea;Angustifolia;0.5899;10.1610323;14.2
Nyungwe;NPL6;2895;Carapa;Grandiflora;0.5524;16.33432029;31.9
Nyungwe;NPL6;2896;Psychotria;Mahonii;0.5636;11.00652119;16
Nyungwe;NPL6;2897;Syzygium;Guineense;0.6097;17.29858966;36
Nyungwe;NPL6;2898;Syzygium;Guineense;0.6097;12.77697474;20.3
Nyungwe;NPL6;2899;Oxyanthus;Troupinii;0.525;15.6555898;29.3
Nyungwe;NPL6;2900;Strombosia;Scheffleri;0.584;17.64391174;37.6
Nyungwe;NPL6;2901;Oxyanthus;Troupinii;0.525;15.6555898;29.3
Nyungwe;NPL6;2902;Beilschmiedia;Rwandensis ;0.5631;20.63645133;55.5
Nyungwe;NPL6;2903;Diospyros;Gabunensis;0.5899;14.91619832;26.7
Nyungwe;NPL6;2904;Oxyanthus;Troupinii;0.525;13.80922583;23.2
Nyungwe;NPL6;2905;Oxyanthus;Troupinii;0.525;14.70566905;26
Nyungwe;NPL6;2906;Grewia;Mildbraedii ;0.5581;20.74117265;56.3
Nyungwe;NPL6;2907;Diospyros;Gabunensis;0.5899;16.60503056;33
Nyungwe;NPL6;2908;Podocarpus;Latifolius;0.469;12.2747551;19
Nyungwe;NPL6;2909;Rinorea;Angustifolia;0.681;11.61862087;17.4
Nyungwe;NPL6;2910;Oxyanthus;Troupinii;0.525;8.40810719;10.9
Nyungwe;NPL6;2911;Cleistanthus;Polystachyus;0.6518;19.33870023;46.7
Nyungwe;NPL6;2912;Oxyanthus;Troupinii;0.525;7.876242664;10
Nyungwe;NPL6;2913;Diospyros;Gabunensis;0.5899;16.8432591;34
Nyungwe;NPL6;2914;Oxyanthus;Troupinii;0.525;13.2896428;21.7
Nyungwe;NPL6;2915;Cleistanthus;Polystachyus;0.6518;15.43492153;28.5
Nyungwe;NPL6;2916;Sericanthe;Leordii;0.5899;8.174885438;10.5
Nyungwe;NPL6;2917;Strombosia;Scheffleri;0.584;12.66339672;20
Nyungwe;NPL6;2918;Pariri;Excelsa;0.7019;23.85554637;90.5
Nyungwe;NPL6;2919;Strombosia;Scheffleri;0.584;12.85194529;20.5
Nyungwe;NPL6;2920;Chrysophyllum ;Gorungosanum;0.5899;19.27259169;46.3
